"*RESPNUM","CCGID","RUNID","INTDATE","EGYPTAIR","DAY","GATE","BAREA","STRATA","PEAK","METHOD","SAQ","AIRLINE","DESTINATION","FLIGHT","AIRLINE CODE","DEST CODE","DESTGEO","DESTMARK","ARRTIME","DEPTIME","HOWLONG","Q2PURP1","Q2PURP2","Q2PURP3","Q3GETTO1","Q3GETTO2","Q3GETTO3","Q3PARK","Q4BAGS","Q4STORE","Q4FOOD","Q4WIFI","Q5TIMESFLOWN","Q5FIRSTTIME","Q6LONGUSE","Q7ART","Q7FOOD","Q7STORE","Q7SIGN","Q7WALKWAYS","Q7SCREENS","Q7INFODOWN","Q7INFOUP","Q7WIFI","Q7ROADS","Q7PARK","Q7AIRTRAIN","Q7LTPARKING","Q7RENTAL","Q7ALL","Q8COM","Q8COM2","Q8COM3","Q8COM4","Q8COM5","Q9BOARDING","Q9AIRTRAIN","Q9RENTAL","Q9FOOD","Q9RESTROOM","Q9ALL","Q9COM","Q9COM2","Q9COM3","Q10SAFE","Q10COM1","Q10COM2","Q10COM3","Q11TSAPRE","Q12PRECHECKRATE","Q12PRECOM1","Q12PRECOM2","Q12PRECOM3","Q13 COUNTY","Q13GETRATE","Q14FIND","Q14PASSTHRU","Q15PROBLEM","Q15COM1","Q15COM2","Q15COM3","Q16LIVE","Q17CITY","Q17STATE","Q17ZIP","Q17COUNTRY","HOME","Q18PET","Q19AGE","Q20GENDER","Q21INCME","Q22FLY","Q23SJC","Q23OAK","LANG","WEIGHT"
"367","22","577","42499","1","2","31","B","3","2","1","2","SOUTHWEST","SANTA ANA","1860","25","58","1","2","16:00:00","17:55:00","115","1","","","5","","","","1","1","2","1","5","1","2","3","3","3","4","3","3","6","6","4","4","6","5","6","6","4","207","","","","","5","5","6","3","4","5","0","","","5","6","","","2","","","","","5","5","5","5","2","","","","1","SAN FRANCISCO","CA","94117","UNITED STATES","1","1","25-34","Female","2","2","2","1","1","0.8875125"
"1800","1500","603","42499","1","2","98","G","2","3","1","1","UNITED INTL","FRANKFURT","58","29","21","6","4","12:00:00","14:00:00","120","1","","","5","","","","2","1","2","1","3","1","3","5","6","4","5","5","5","6","6","3","4","4","5","5","6","4","999","","","","","5","5","6","6","4","4","0","","","5","5","","","2","","","","","5","5","5","5","2","","","","1","SAN FRANCISCO","CA","94107","UNITED STATES","1","1","25-34","Female","2","2","2","2","1","0.91742168674699"
"2474","1484","602","42499","1","2","91","G","2","3","1","2","UNITED INTL","CHENGDU","9","29","12","8","4","9:00:00","13:20:00","260","1","","","3","","","","2","2","2","1","4","1","3","3","4","4","4","4","4","4","4","5","3","3","4","6","4","4","30","5","7","25","","4","4","4","4","5","4","110","","","5","0","","","3","","","","","11","5","4","6","1","9","","","3","PHILADELPHIA","PA","19143","UNITED STATES","12","2","25-34","Female","2","1","2","2","1","0.91742168674699"
"2567","2812","572","42499","1","2","2","A","2","3","1","2","AEROMEXICO","MEXICO CITY","669","2","37","4","3","11:30:00","13:35:00","125","2","","","4","","","","1","1","2","2","2","1","2","4","4","5","4","4","5","4","4","5","6","6","5","5","5","4","0","","","","","5","5","5","5","5","5","0","","","4","0","","","1","5","0","","","5","5","5","5","2","","","","3","","","","MEXICO","13","1","25-34","Female","2","1","2","2","2","0.97551767151767"
"2571","2816","572","42499","1","2","2","A","2","3","1","2","AEROMEXICO","MEXICO CITY","669","2","37","4","3","12:00:00","13:35:00","95","2","","","2","","","","2","1","1","2","2","1","2","4","4","4","3","3","0","4","3","4","4","4","3","4","3","4","0","","","","","5","4","5","4","5","4","0","","","5","0","","","2","","","","","5","4","4","4","2","","","","3","PACHURA","","","MEXICO","13","1","25-34","Female","2","4","4","1","2","0.97551767151767"
"2804","2782","574","42499","1","2","11","A","2","2","1","2","JETBLUE","NEW YORK-JFK","616","20","43","2","4","14:30:00","15:20:00","50","1","","","5","","","","0","0","0","0","5","1","2","3","3","3","4","4","4","6","6","1","3","3","3","3","2","3","0","","","","","5","5","5","5","5","5","0","","","5","0","","","1","5","2","","","5","5","5","5","2","","","","1","SAN FRANCISCO","CA","94115","UNITED STATES","1","1","25-34","Female","2","2","1","1","1","0.3557037037037"
"2897","1458","590","42500","1","3","82","F","3","2","1","1","UNITED","PORTLAND","766","28","51","1","2","5:35:00","19:00:00","805","2","","","3","","","","2","2","2","1","3","1","2","5","3","4","5","5","5","6","6","5","6","6","6","6","6","3","203","","","","","5","6","6","5","5","5","0","","","5","5","","","4","","","","","11","5","5","6","2","","","","3","WARM SPRINGS","OR","97761","UNITED STATES","10","1","25-34","Female","2","2","2","2","1","1.757875"
"2915","1444","588","42500","1","3","90","F","2","2","1","1","UNITED","CHICAGO-O'HARE","390","28","13","3","4","14:30:00","17:00:00","150","1","","","5","","","","2","2","2","1","1","1","2","5","4","6","5","5","5","6","6","5","6","6","6","6","6","5","20","","","","","5","6","6","4","4","5","0","","","5","21","","","2","","","","","6","5","4","4","2","","","","3","CHICAGO","IL","60613","UNITED STATES","11","1","25-34","Female","2","2","1","2","1","1.757875"
"2","91","609","42501","1","4","44","C","2","2","1","1","DELTA","LOS ANGELES","2773","15","34","1","4","15:30:00","17:00:00","90","1","","","5","","","","2","1","2","2","4","1","2","4","4","3","5","6","5","6","6","5","6","6","5","6","6","5","999","","","","","3","6","6","6","4","4","0","","","5","4","","","1","5","1","","","5","5","5","5","2","","","","3","LOS ANGELES","CA","90049","UNITED STATES","10","1","25-34","Female","2","2","2","2","1","1.0455967741935"
"14","95","609","42501","1","4","44","C","2","2","1","2","DELTA","LOS ANGELES","2773","15","34","1","4","15:20:00","17:00:00","100","2","","","7","","","","1","1","0","1","1","1","3","3","6","3","4","4","4","4","4","4","6","6","6","3","6","4","0","","","","","4","6","6","6","4","4","0","","","5","1","","","2","","","","","5","4","5","5","2","","","","3","","","","AUSTRALIA","19","1","25-34","Female","2","2","2","2","1","1.0455967741935"
"1097","2300","704","42501","1","4","64","E","3","2","1","1","UNITED","LOS ANGELES","887","28","34","1","4","17:30:00","20:30:00","180","2","","","3","","","","2","2","1","1","1","2","2","6","3","2","5","5","5","6","6","0","5","6","6","6","6","3","702","202","","","","5","6","6","5","4","3","0","","","4","40","38","","2","","","","","11","5","5","2","2","","","","3","LONG BEACH","CA","90804","UNITED STATES","10","1","25-34","Female","2","2","2","2","1","1.757875"
"1104","2294","703","42501","1","4","97","G","3","2","1","2","UNITED","PORTLAND","766","28","51","1","2","17:30:00","19:30:00","120","2","","","5","","","","2","1","2","1","4","1","4","5","4","4","5","5","5","6","5","5","5","6","5","6","4","5","30","","","","","5","5","4","4","3","4","101","","","4","0","","","2","","","","","6","5","5","5","2","","","","3","PHILADELPHIA","PA","19103","UNITED STATES","12","1","25-34","Female","2","2","2","2","1","1.757875"
"1119","2288","702","42501","1","4","71","F","3","2","1","2","UNITED","SANTA BARBARA","6018","28","59","1","1","16:30:00","18:35:00","125","2","","","3","","","","1","2","2","1","2","1","3","5","5","4","5","5","5","6","6","5","6","6","6","6","6","5","999","","","","","5","6","6","5","5","5","0","","","4","5","","","2","","","","","11","5","5","4","2","","","","3","SANTA BARBARA","CA","93117","UNITED STATES","10","1","25-34","Female","2","2","2","2","1","1.757875"
"1152","2450","611","42501","1","4","44","C","3","2","1","2","DELTA","LOS ANGELES","2777","15","34","1","4","12:00:00","19:00:00","420","2","","","3","","","","1","2","1","1","1","2","1","2","2","2","2","2","4","2","2","4","6","6","6","6","6","2","0","","","","","2","6","6","4","3","3","0","","","4","1","","","2","","","","","11","2","5","2","2","","","","3","DORVAL","","","CANADA","13","1","25-34","Female","2","3","2","2","1","1.0455967741935"
"1154","2413","608","42501","1","4","41","C","2","2","1","1","DELTA","NEW YORK-JFK","2040","15","43","2","4","14:00:00","16:05:00","125","2","","","5","","","","1","2","1","2","4","1","2","4","3","3","4","4","5","6","6","6","4","6","6","6","6","3","8","20","204","","","3","6","6","4","4","4","0","","","3","9","","","2","","","","","5","5","5","5","2","","","","1","SAN FRANCISCO","CA","94109","UNITED STATES","1","1","25-34","Female","2","1","2","1","1","1.0455967741935"
"1178","2386","596","42501","1","4","2","A","1","3","1","2","WESTJET","VANCOUVER","1777","31","68","4","3","5:45:00","8:00:00","135","2","","","2","","","","1","2","1","1","1","1","2","6","3","3","4","5","4","6","6","5","6","6","6","6","6","4","705","501","","","","5","6","6","4","6","4","0","","","5","21","","","1","5","1","","","99","5","5","5","2","","","","3","ADELAIDE","","","AUSTRALIA","19","1","25-34","Female","2","2","2","2","1","0.97551767151767"
"1205","2350","598","42501","1","4","10","A","1","3","1","1","ALASKA","PUERTO VALLARTA","224","7","52","4","1","8:30:00","10:35:00","125","2","","","2","","","","1","2","2","2","2","1","4","6","4","6","5","5","4","6","6","5","4","4","6","4","6","4","302","","","","","4","6","6","4","4","5","102","","","4","21","","","1","6","0","","","5","5","4","4","2","","","","1","SAN FRANCISCO","CA","94124","UNITED STATES","1","1","25-34","Female","2","2","2","2","1","0.35525"
"1211","2356","598","42501","1","4","10","A","1","3","1","2","ALASKA","PUERTO VALLARTA","224","7","52","4","1","5:00:00","10:35:00","335","2","","","1","","","4","1","2","2","2","1","1","2","3","3","3","5","5","5","4","4","1","4","4","6","5","6","4","0","","","","","5","6","4","4","5","5","0","","","3","0","","","1","3","0","","","2","0","4","4","2","","","","1","BRENTWOOD","CA","94513","UNITED STATES","5","1","25-34","Female","2","2","2","4","1","0.35525"
"1218","2363","598","42501","1","4","10","A","1","3","1","2","ALASKA","PUERTO VALLARTA","224","7","52","4","1","8:30:00","10:35:00","125","2","","","9","","","","1","1","2","1","2","1","3","4","6","4","3","4","5","5","5","5","6","6","6","6","6","4","0","","","","","5","6","6","6","5","5","0","","","4","0","","","2","","","","","16","4","3","3","2","","","","2","YUBA CITY","CA","95991","UNITED STATES","10","1","25-34","Female","2","2","2","2","1","0.35525"
"1219","2364","598","42501","1","4","10","A","1","3","1","2","ALASKA","PUERTO VALLARTA","224","7","52","4","1","7:30:00","10:35:00","185","6","","","1","","","3","1","2","1","2","1","1","4","3","4","3","3","3","3","3","3","6","3","3","6","4","6","3","103","","","","","3","6","6","4","1","3","0","","","3","40","","","2","","","","","2","2","4","1","2","","","","1","WALNUT CREEK","CA","94597","UNITED STATES","5","1","25-34","Female","2","2","2","1","1","0.35525"
"1226","2371","597","42501","1","4","8","A","1","1","1","2","HAWAIIAN","HONOLULU","11","19","26","1","2","6:00:00","9:00:00","180","2","","","2","","","","1","2","2","2","3","1","4","5","4","4","5","5","5","5","5","5","5","5","5","5","5","5","0","","","","","5","5","5","5","5","5","0","","","5","6","","","2","","","","","19","4","5","5","2","","","","2","ROSEVILLE","CA","95747","UNITED STATES","10","1","25-34","Female","2","2","1","2","1","0.97551767151767"
"1294","2215","622","42502","1","5","54","D","1","1","1","2","VIRGIN AMERICA","WASHINGTON-DULLES","84","30","69","2","2","7:10:00","9:45:00","155","1","","","5","","","","2","2","1","1","5","1","2","5","5","3","3","3","3","3","3","5","0","0","0","0","0","0","0","","","","","5","5","5","5","5","5","0","","","4","0","","","1","5","0","","","5","0","5","5","2","","","","1","","","","","90","1","25-34","Female","2","2","4","1","1","1.0005296442688"
"212","187","715","42503","1","6","79","F","2","2","1","1","UNITED","PALM SPRINGS","6051","28","46","2","1","13:45:00","15:32:00","107","2","","","2","","","","2","1","1","1","4","1","4","5","5","5","5","4","4","4","4","1","3","6","3","6","6","4","501","","","","","4","4","0","3","3","3","0","","","3","10","9","","2","","","","","1","3","4","4","0","","","","3","PALM SPRINGS","CA","92261","UNITED STATES","10","1","25-34","Female","2","2","2","2","1","1.757875"
"344","127","713","42503","1","6","80","F","2","2","1","2","UNITED","HOUSTON-BUSH","1520","28","27","3","4","11:00:00","13:30:00","150","2","","","1","","","4","2","2","2","1","3","1","2","5","3","3","4","4","4","6","6","4","4","4","4","6","6","4","8","505","","","","4","4","4","4","4","4","0","","","5","1","","","2","","","","","1","4","5","4","2","","","","1","OAKLAND","CA","94607","UNITED STATES","3","1","25-34","Female","2","1","1","1","1","1.757875"
"1390","2186","711","42503","1","6","21","B","1","1","1","2","FRONTIER","HOUSTON-BUSH","1432","18","27","3","4","6:00:00","10:35:00","275","2","3","","2","","","","1","1","1","1","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103","","","","","5","6","6","6","5","5","0","","","3","0","","","1","4","1","","","5","3","5","5","2","","","","0","","","","","99","1","25-34","Female","2","1","1","2","1","0.97551767151767"
"1411","2165","708","42503","1","6","31","B","1","2","1","2","SOUTHWEST","LOS ANGELES","2091","25","34","1","4","5:40:00","7:00:00","80","1","","","5","","","","2","2","1","2","3","1","4","4","2","3","4","4","4","3","3","2","4","4","4","3","6","4","22","","","","","3","3","3","3","3","3","7","","","5","21","","","2","","","","","5","4","5","5","2","","","","1","SAN FRANCISCO","CA","94116","UNITED STATES","1","1","25-34","Female","2","2","2","1","1","0.8875125"
"1563","1959","721","42503","1","6","11","A","3","2","1","2","JETBLUE","LAS VEGAS","188","20","30","1","4","18:30:00","19:59:00","89","2","","","6","","","","1","2","2","2","3","1","2","4","3","3","4","4","4","4","4","3","3","4","4","3","3","4","0","","","","","5","5","5","5","2","4","0","","","3","0","","","3","","","","","1","0","3","3","2","","","","1","UNION CITY","CA","94587","UNITED STATES","3","1","25-34","Female","2","2","4","1","1","0.3557037037037"
"1584","1934","722","42503","1","6","10","A","3","2","1","2","ALASKA","SALT LAKE CITY","744","7","54","1","2","19:15:00","20:50:00","95","2","","","2","","","","1","1","2","1","3","1","1","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","0","","","","","5","5","5","5","5","5","0","","","5","0","","","2","","","","","5","5","5","5","2","","","","1","SAN FRANCISCO","CA","94114","UNITED STATES","1","1","25-34","Female","2","3","3","2","1","0.35525"
"2603","1310","724","42503","1","6","11","A","3","2","1","2","JETBLUE","NEW YORK-JFK","1516","20","43","2","4","21:30:00","23:00:00","90","1","","","9","","","","2","1","2","2","5","1","3","5","3","5","4","5","4","6","6","5","6","6","5","6","5","5","109","","","","","5","5","5","5","5","5","0","","","3","16","","","2","","","","","5","5","4","4","2","","","","3","NEW YORK CITY","NY","11211","UNITED STATES","12","1","25-34","Female","2","1","2","1","1","0.3557037037037"
"2608","1315","724","42503","1","6","11","A","3","2","1","2","JETBLUE","NEW YORK-JFK","1516","20","43","2","4","22:00:00","23:00:00","60","1","","","2","","","","2","1","2","2","4","1","4","5","4","4","4","4","3","3","3","3","3","6","3","6","6","4","505","","","","","4","4","6","4","5","4","0","","","5","7","","","2","","","","","6","3","4","4","2","","","","1","SAN BRUNO","CA","94066","UNITED STATES","2","1","25-34","Female","2","2","2","2","1","0.3557037037037"
"2666","1328","723","42503","1","6","11","A","3","2","1","2","ALASKA","PALM SPRINGS","304","7","46","2","1","20:30:00","21:55:00","85","3","","","3","","","","0","1","0","0","2","1","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","0","","","","","4","0","0","0","0","0","0","","","4","0","","","0","","","","","11","0","0","0","0","","","","3","PORTLAND","OR","97232","UNITED STATES","10","1","25-34","Female","2","2","2","2","1","0.35525"
"1446","2138","728","42504","1","7","54","D","2","1","1","2","AMERICAN","PHOENIX","574","8","49","1","4","9:00:00","11:55:00","175","2","3","","9","","","","1","2","2","1","1","1","3","4","4","4","5","5","5","4","4","5","5","5","5","6","5","4","999","","","","","3","3","4","3","3","3","0","","","4","0","","","2","","","","","5","4","4","4","2","","","","3","LA CROSSE","WI","54601","UNITED STATES","11","1","25-34","Female","2","2","2","2","1","1.1225454545455"
"1454","2114","727","42504","1","7","55","D","2","1","1","2","VIRGIN AMERICA","SEATTLE","1742","30","60","1","4","9:40:00","11:00:00","80","1","","","5","","","","2","1","2","1","2","1","3","4","4","4","4","4","4","4","4","4","4","6","5","6","4","4","999","","","","","5","5","5","5","5","5","0","","","4","8","","","1","5","21","","","5","5","5","5","2","","","","3","SEATTLE","WA","98122","UNITED STATES","10","1","25-34","Female","2","2","1","2","1","1.0005296442688"
"1462","2122","727","42504","1","7","55","D","2","1","1","2","VIRGIN AMERICA","SEATTLE","1742","30","60","1","4","N","11:00:00","N","2","","","2","","","","1","1","2","1","2","1","4","6","6","6","5","5","6","6","6","5","5","6","6","6","6","4","0","","","","","4","6","6","6","4","6","0","","","4","0","","","2","","","","","6","4","4","4","2","","","","1","DALY CITY","CA","94015","UNITED STATES","2","1","25-34","Female","2","3","2","2","1","1.0005296442688"
"120","289","742","42505","1","1","58","D","2","2","1","1","AMERICAN","LOS ANGELES","2438","8","34","1","4","1:15:00","14:45:00","810","1","","","6","","","","2","2","2","2","1","1","4","3","4","3","4","4","4","4","4","3","4","6","4","6","6","4","21","","","","","4","4","6","4","4","4","0","","","4","16","","","2","","","","","5","5","5","4","2","","","","1","SAN FRANCISCO","CA","94112","UNITED STATES","1","1","25-34","Female","2","2","2","2","1","1.1225454545455"
"126","295","742","42505","1","1","58","D","2","2","1","2","AMERICAN","LOS ANGELES","2438","8","34","1","4","13:15:00","14:45:00","90","6","","","5","","","","2","2","2","1","3","1","4","4","4","3","3","3","3","4","6","4","4","6","4","6","6","4","0","","","","","5","4","6","4","5","4","0","","","3","0","","","2","","","","","5","5","4","4","2","","","","3","LOS ANGELES","CA","90036","UNITED STATES","10","1","25-34","Female","2","2","1","4","1","1.1225454545455"
"129","298","742","42505","1","1","58","D","2","2","1","2","AMERICAN","LOS ANGELES","2438","8","34","1","4","12:00:00","14:45:00","165","3","","","6","9","","","2","1","1","2","1","1","2","5","4","5","5","5","5","5","6","6","4","6","5","6","5","4","203","","","","","5","5","5","5","5","5","0","","","5","1","","","2","","","","","6","5","5","3","2","","","","3","LA MESA","CA","91941","UNITED STATES","10","1","25-34","Female","2","2","2","2","1","1.1225454545455"
"1060","2077","749","42505","1","1","12","A","3","2","1","2","JETBLUE","FT. LAUDERDALE","278","20","22","2","3","21:00:00","23:06:00","126","2","","","2","","","","1","0","1","1","2","1","4","5","4","4","5","5","5","6","6","5","5","5","6","6","6","5","0","","","","","4","6","6","3","3","3","0","","","5","0","","","1","2","20","4","7","1","5","5","1","1","4","","","1","FREMONT","CA","","UNITED STATES","3","1","25-34","Female","2","2","1","1","1","0.3557037037037"
"1316","2045","748","42505","1","1","12","A","3","2","1","1","JETBLUE","BOSTON","834","20","7","2","3","19:50:00","21:40:00","110","3","","","2","","","","2","1","2","2","1","2","1","6","3","4","5","4","5","3","6","6","4","6","6","6","6","4","207","27","","","","4","6","6","6","6","4","0","","","5","1","","","2","","","","","5","5","5","4","2","","","","3","BOSTON","MA","2116","UNITED STATES","12","1","25-34","Female","2","2","2","2","1","0.3557037037037"
"1326","2055","748","42505","1","1","12","A","3","2","1","2","JETBLUE","BOSTON","834","20","7","2","3","18:00:00","21:40:00","220","6","","","9","","","","1","1","1","2","1","1","3","6","3","3","4","5","5","6","6","6","5","6","5","6","4","4","621","","","","","5","5","4","3","3","3","0","","","5","40","25","","2","","","","","30","5","4","4","2","","","","3","WALTHAM","MA","2038","UNITED STATES","12","1","25-34","Female","2","2","2","2","1","0.3557037037037"
"1515","1995","745","42505","1","1","12","A","3","2","1","2","JETBLUE","LONG BEACH","1635","20","33","1","1","16:45:00","18:35:00","110","2","3","","5","","","","2","2","2","2","3","1","4","5","3","3","5","5","5","5","5","5","5","5","3","2","4","5","615","","","","","4","4","4","4","4","4","3","","","5","1","","","2","","","","","5","5","5","5","2","","","","3","LONG BEACH","CA","90814","UNITED STATES","10","1","25-34","Female","2","2","2","1","1","0.3557037037037"
"1667","1635","741","42505","1","1","55","D","2","2","1","2","VIRGIN AMERICA","NEW YORK-JFK","24","30","43","2","4","N","13:45:00","N","2","","","5","","","","2","1","2","2","1","1","2","6","5","4","6","4","6","6","6","4","6","6","6","6","6","4","508","203","","","","4","6","6","6","4","4","0","","","4","0","","","2","","","","","5","5","5","5","2","","","","3","NEW YORK","NY","","UNITED STATES","12","1","25-34","Female","2","2","2","2","1","1.0005296442688"
"2456","1428","738","42505","1","1","56","D","1","1","1","1","AMERICAN","CHICAGO-O'HARE","1145","8","13","3","4","8:30:00","10:41:00","131","2","","","9","","","","1","1","2","2","1","2","1","6","6","5","5","5","5","6","6","6","5","6","5","6","5","5","320","","","","","5","5","5","6","5","5","0","","","5","2","4","","2","","","","","5","3","5","5","2","","","","3","SOUTH BEND","ID","46601","UNITED STATES","10","1","25-34","Female","2","2","2","2","1","1.1225454545455"
"2460","1432","738","42505","1","1","56","D","1","1","1","2","AMERICAN","CHICAGO-O'HARE","1145","8","13","3","4","8:30:00","10:41:00","131","2","","","2","","","","2","2","1","1","1","1","2","4","4","4","4","4","5","5","5","5","5","6","6","6","6","5","0","","","","","5","6","5","4","4","4","0","","","5","0","","","2","","","","","6","5","5","5","2","","","","3","WATERDOWN","","","CANADA","13","1","25-34","Female","2","2","2","2","1","1.1225454545455"
"2462","1434","738","42505","1","1","56","D","1","1","1","2","AMERICAN","CHICAGO-O'HARE","1145","8","13","3","4","8:25:00","10:41:00","136","2","","","12","","","","1","1","1","0","1","2","1","4","4","3","3","4","4","3","3","6","3","3","3","6","2","4","0","","","","","4","3","3","3","4","4","0","","","3","0","","","2","","","","","5","3","4","4","2","","","","3","CHICAGO","IL","60661","UNITED STATES","11","1","25-34","Female","2","2","2","2","1","1.1225454545455"
"313","351","753","42506","1","2","43","C","2","1","1","1","DELTA","NEW YORK-JFK","1583","15","43","2","4","10:20:00","11:25:00","65","2","","","2","","","","2","2","2","2","5","1","4","5","3","3","5","5","5","6","6","5","5","6","6","6","6","5","205","","","","","4","6","6","4","5","5","0","","","5","6","","","1","5","0","","","8","5","5","5","2","","","","1","VALLEJO","CA","94591","UNITED STATES","8","1","25-34","Female","2","2","2","2","1","1.0455967741935"
"315","353","753","42506","1","2","43","C","2","1","1","1","DELTA","NEW YORK-JFK","1583","15","43","2","4","9:15:00","11:25:00","130","1","","","5","","","","2","2","2","2","4","1","2","3","3","4","5","5","5","6","6","3","4","6","6","6","6","4","205","611","","","","5","6","6","5","5","5","1","","","5","6","","","2","","","","","7","1","5","5","2","","","","1","SUNNYVALE","CA","94085","UNITED STATES","4","1","25-34","Female","2","2","1","2","1","1.0455967741935"
"317","355","753","42506","1","2","43","C","2","1","1","2","DELTA","NEW YORK-JFK","1583","15","43","2","4","8:45:00","11:25:00","160","2","","","5","","","","2","2","2","2","1","1","1","6","6","4","4","6","5","6","4","6","6","6","6","6","6","4","15","16","","","","5","6","6","6","5","5","1","","","5","1","","","2","","","","","5","5","4","5","1","14","","","3","NEW YORK","NY","10005","UNITED STATES","12","1","25-34","Female","2","2","2","2","1","1.0455967741935"
"318","356","753","42506","1","2","43","C","2","1","1","2","DELTA","NEW YORK-JFK","1583","15","43","2","4","9:30:00","11:25:00","115","1","","","5","","","","1","1","1","2","3","1","1","2","1","1","4","4","4","3","3","2","4","4","4","4","4","3","202","","","","","4","4","4","4","4","4","0","","","5","0","","","1","5","0","","","5","4","5","5","2","","","","1","SAN FRANCISCO","CA","94110","UNITED STATES","1","1","25-34","Female","2","2","2","2","1","1.0455967741935"
"987","1690","760","42506","1","2","93","G","3","3","1","2","AIR CANADA","VANCOUVER","571","3","68","4","3","18:45:00","20:00:00","75","2","3","","3","","","","0","0","1","1","1","2","1","3","3","2","3","4","4","3","3","1","6","6","6","6","6","3","507","","","","","4","6","6","4","3","4","0","","","3","0","","","4","","","","","11","3","4","4","2","","","","3","COQUITLAM","","","CANADA","13","1","25-34","Female","2","2","2","4","1","0.2510956937799"
"1698","1594","756","42506","1","2","94","G","2","3","1","2","AIR CANADA","TORONTO","784","3","67","4","4","13:30:00","15:50:00","140","1","","","4","","","","2","1","1","1","2","1","2","4","2","3","3","4","5","5","5","5","6","6","6","6","6","3","202","","","","","5","6","6","5","6","4","0","","","5","1","","","2","","","","","5","5","3","5","2","","","","3","TORONTO","","","CANADA","13","1","25-34","Female","2","2","2","2","1","0.2510956937799"
"1922","1859","759","42506","1","2","91","G","3","3","1","2","UNITED INTL","TOKYO-HANEDA","875","29","65","8","4","17:30:00","19:20:00","110","1","","","3","","","","2","2","2","2","3","1","2","5","5","5","5","5","5","5","5","5","6","6","6","6","6","5","0","","","","","5","6","6","5","5","5","0","","","5","0","","","4","","","","","11","6","5","5","2","","","","3","FALLS CHURCH","VA","22041","UNITED STATES","12","1","25-34","Female","2","1","2","2","1","0.91742168674699"
"1942","1844","758","42506","1","2","97","G","3","3","1","1","TURKISH AIRLINES","ISTANBUL","80","27","28","8","4","16:00:00","18:10:00","130","6","","","2","","","","1","1","2","1","1","2","1","6","6","3","4","4","4","6","6","5","5","6","6","6","6","4","10","","","","","4","6","6","6","4","4","0","","","5","5","","","2","","","","","5","4","5","4","2","","","","3","TALLINN","","","ESTONIA","15","1","25-34","Female","2","1","2","2","1","0.97551767151767"
"1945","1847","758","42506","1","2","97","G","3","3","1","2","TURKISH AIRLINES","ISTANBUL","80","27","28","8","4","15:45:00","18:10:00","145","2","","","2","","","","1","2","1","2","2","1","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","0","","","","","4","4","4","4","4","4","0","","","4","0","","","2","","","","","2","4","5","5","2","","","","1","BRENTWOOD","CA","94513","UNITED STATES","5","1","25-34","Female","2","2","2","1","1","0.97551767151767"
"304","342","761","42507","1","3","58","D","1","2","1","2","AMERICAN","CHICAGO-O'HARE","42","8","13","3","4","5:50:00","7:45:00","115","1","","","6","","","","2","2","1","1","1","2","1","5","5","6","4","4","4","6","6","5","4","6","5","6","6","4","23","","","","","5","5","6","5","4","5","0","","","4","0","","","2","","","","","5","5","5","4","2","","","","3","INDIANAPOLIS","IN","46201","UNITED STATES","11","1","25-34","Female","2","2","2","2","1","1.1225454545455"
"308","346","761","42507","1","3","58","D","1","2","1","2","AMERICAN","CHICAGO-O'HARE","42","8","13","3","4","6:00:00","7:45:00","105","5","","","12","","","","2","2","1","2","1","2","1","3","4","3","3","2","4","6","6","6","3","3","3","6","6","4","994","","","","","5","5","5","5","5","5","0","","","5","0","","","2","","","","","5","5","4","4","2","","","","3","RICHMOND","VA","23221","UNITED STATES","12","1","25-34","Female","2","2","2","2","1","1.1225454545455"
"812","867","762","42507","1","3","56","D","1","1","1","2","AMERICAN","NEW YORK-JFK","164","8","43","2","4","5:00:00","8:40:00","220","2","","","4","","","","1","1","1","1","1","1","2","5","5","5","5","5","5","5","5","5","4","6","6","6","6","4","0","","","","","5","5","5","5","5","5","0","","","3","16","","","1","1","4","","","5","5","5","3","2","","","","3","MEDELLIN","","","COLOMBIA","14","1","25-34","Female","2","1","2","2","1","1.1225454545455"
"871","901","764","42507","1","3","57","D","1","1","1","2","AMERICAN","DALLAS-FT. WORTH","1164","8","15","3","4","8:45:00","10:15:00","90","2","","","5","","","","1","2","1","1","1","1","4","5","5","5","5","5","5","5","5","5","5","6","6","6","6","5","0","","","","","5","6","6","5","5","5","0","","","5","0","","","2","","","","","5","4","5","5","2","","","","3","ARLINGTON","VA","22203","UNITED STATES","12","1","25-34","Female","2","2","2","2","1","1.1225454545455"
"879","879","763","42507","1","3","55","D","1","1","1","2","VIRGIN AMERICA","PORTLAND","219","30","51","1","2","7:30:00","9:25:00","115","2","","","5","","","","2","2","1","1","1","1","1","4","4","4","4","4","4","4","4","4","5","4","6","6","6","5","103","","","","","4","6","6","4","5","4","0","","","4","0","","","2","","","","","5","3","4","3","2","","","","3","PORTLAND","OR","97206","UNITED STATES","10","1","25-34","Female","2","1","1","2","1","1.0005296442688"
